X,Y,clusters_2,clusters_3,clusters_4,clusters_5,clusters_6
-122.423404604,37.7873381901,0,1,0,1,3
-122.416230393,37.7636337703,1,0,1,0,1
-122.421762502,37.7875490095,0,1,0,1,3
-122.415000537,37.7620990021,1,0,1,0,1
-122.49146666,37.7610079077,1,2,3,3,4
-122.416075285,37.7844496613,0,1,0,1,3
-122.41638971,37.7652491154,1,0,1,0,1
-122.418467748,37.787965257,0,1,0,1,3
-122.414845139,37.7605000726,1,0,1,0,1
-122.417180449,37.7619674218,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.415000537,37.7620990021,1,0,1,0,1
-122.420307356,37.7886989512,0,1,0,1,3
-122.41638971,37.7652491154,1,0,1,0,1
-122.41638971,37.7652491154,1,0,1,0,1
-122.4203321,37.7762075768,0,1,0,1,3
-122.418262236,37.7610817999,1,0,1,0,1
-122.418467748,37.787965257,0,1,0,1,3
-122.420691681,37.7905770711,0,1,0,1,3
-122.411586687,37.7661903022,1,0,1,0,1
-122.418486297,37.7634954373,1,0,1,0,1
-122.419366295,37.7840280452,0,1,0,1,3
-122.420874632,37.7914943052,0,1,0,1,3
-122.416230393,37.7636337703,1,0,1,0,1
-122.419039119,37.7907880214,0,1,0,1,3
-122.418274172,37.7870372044,0,1,0,1,3
-122.419039119,37.7907880214,0,1,0,1,3
-122.419486234,37.7887480807,0,1,0,1,3
-122.416230393,37.7636337703,1,0,1,0,1
-122.417028392,37.7603656932,1,0,1,0,1
-122.415308389,37.7653161356,1,0,1,0,1
-122.414845139,37.7605000726,1,0,1,0,1
-122.418274172,37.7870372044,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.416230393,37.7636337703,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.41638971,37.7652491154,1,0,1,0,1
-122.417802963,37.7562822237,1,0,1,0,1
-122.415155941,37.7636979309,1,0,1,0,1
-122.417902522,37.763479279,1,0,1,0,1
-122.412179604,37.7622630617,1,0,1,0,1
-122.417817853,37.7578884408,1,0,1,0,1
-122.419225511,37.7917052018,0,1,0,1,3
-122.417812559,37.7571005796,1,0,1,0,1
-122.418090767,37.7861007452,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.415932937,37.761222333,1,0,1,0,1
-122.415000537,37.7620990021,1,0,1,0,1
-122.418090767,37.7861007452,0,1,0,1,3
-122.416078424,37.7620347867,1,0,1,0,1
-122.414845139,37.7605000726,1,0,1,0,1
-122.414845139,37.7605000726,1,0,1,0,1
-122.415629332,37.7572322279,1,0,1,0,1
-122.419549569,37.7849590112,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.417903978,37.7851670876,0,1,0,1,3
-122.418658295,37.7889098399,0,1,0,1,3
-122.416078424,37.7620347867,1,0,1,0,1
-122.420691681,37.7905770711,0,1,0,1,3
-122.415155941,37.7636979309,1,0,1,0,1
-122.409529913,37.7657184395,1,0,1,0,1
-122.418486297,37.7634954373,1,0,1,0,1
-122.41638971,37.7652491154,1,0,1,0,1
-122.420120319,37.7877570602,0,1,0,1,3
-122.414845139,37.7605000726,1,0,1,0,1
-122.418467748,37.787965257,0,1,0,1,3
-122.416230393,37.7636337703,1,0,1,0,1
-122.417817853,37.7578884408,1,0,1,0,1
-122.417964484,37.7586968166,1,0,1,0,1
-122.418274172,37.7870372044,0,1,0,1,3
-122.420691681,37.7905770711,0,1,0,1,3
-122.414845139,37.7605000726,1,0,1,0,1
-122.49146666,37.7610079077,1,2,3,3,4
-122.415155941,37.7636979309,1,0,1,0,1
-122.418658295,37.7889098399,0,1,0,1,3
-122.416472035,37.7603453746,1,0,1,0,1
-122.405466576,37.7646048757,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.418467748,37.787965257,0,1,0,1,3
-122.415000537,37.7620990021,1,0,1,0,1
-122.406886504,37.7887345764,0,1,0,4,0
-122.478325616,37.7644357772,1,2,3,3,4
-122.417107256,37.7853238292,0,1,0,1,3
-122.418272166,37.7619029613,1,0,1,0,1
-122.41638971,37.7652491154,1,0,1,0,1
-122.404956956,37.7851178564,0,1,0,4,0
-122.418467748,37.787965257,0,1,0,1,3
-122.420874632,37.7914943052,0,1,0,1,3
-122.419331148,37.7622643357,1,0,1,0,1
-122.420307356,37.7886989512,0,1,0,1,3
-122.418415888,37.7626869632,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.411328369,37.785996305,0,1,0,4,0
-122.416230393,37.7636337703,1,0,1,0,1
-122.416261837,37.7853750846,0,1,0,1,3
-122.420691681,37.7905770711,0,1,0,1,3
-122.417019321,37.7891095539,0,1,0,1,3
-122.41664237,37.7872450378,0,1,0,1,3
-122.407282308,37.75778823,1,0,1,0,1
-122.417180449,37.7619674218,1,0,1,0,1
-122.415921585,37.7596123169,1,0,1,0,1
-122.413591696,37.7638222259,1,0,1,0,1
-122.415781282,37.7588312135,1,0,1,0,1
-122.415000537,37.7620990021,1,0,1,0,1
-122.418368839,37.7874861572,0,1,0,1,3
-122.421949488,37.7884881521,0,1,0,1,3
-122.416261837,37.7853750846,0,1,0,1,3
-122.418486297,37.7634954373,1,0,1,0,1
-122.42451817,37.7702994621,1,0,1,0,1
-122.41544416,37.7780245675,0,1,0,1,3
-122.421572274,37.7866181601,0,1,0,1,3
-122.417903978,37.7851670876,0,1,0,1,3
-122.422689341,37.800159145,0,1,0,1,3
-122.418844748,37.789829767,0,1,0,1,3
-122.415000537,37.7620990021,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.41638971,37.7652491154,1,0,1,0,1
-122.417812559,37.7571005796,1,0,1,0,1
-122.403404791,37.7754207067,0,1,0,4,0
-122.413591696,37.7638222259,1,0,1,0,1
-122.420691681,37.7905770711,0,1,0,1,3
-122.417180449,37.7619674218,1,0,1,0,1
-122.414987729,37.7612794105,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.418844748,37.789829767,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.420874632,37.7914943052,0,1,0,1,3
-122.415308389,37.7653161356,1,0,1,0,1
-122.418368839,37.7874861572,0,1,0,1,3
-122.412051228,37.7616441977,1,0,1,0,1
-122.460301751,37.7242085323,1,2,2,2,2
-122.41592985,37.7604330004,1,0,1,0,1
-122.422776131,37.7883284462,0,1,0,1,3
-122.414845139,37.7605000726,1,0,1,0,1
-122.407163047,37.7797376339,0,1,0,4,0
-122.420691681,37.790577071,0,1,0,1,3
-122.41638971,37.7652491154,1,0,1,0,1
-122.416893711,37.784286048,0,1,0,1,3
-122.416230393,37.7636337703,1,0,1,0,1
-122.419360353,37.7618358012,1,0,1,0,1
-122.504883711,37.7530422086,1,2,3,3,4
-122.418701003,37.7651098786,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.422055427,37.7930977033,0,1,0,1,3
-122.419039119,37.7907880214,0,1,0,1,3
-122.418274172,37.7870372043,0,1,0,1,3
-122.420691681,37.7905770711,0,1,0,1,3
-122.415000537,37.7620990021,1,0,1,0,1
-122.420691681,37.7905770711,0,1,0,1,3
-122.409519465,37.7656088992,1,0,1,0,1
-122.413591696,37.7638222259,1,0,1,0,1
-122.417903978,37.7851670875,0,1,0,1,3
-122.418467748,37.787965257,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.408692078,37.7444287583,1,0,1,0,5
-122.416078424,37.7620347867,1,0,1,0,1
-122.417817853,37.7578884408,1,0,1,0,1
-122.418108926,37.7594801326,1,0,1,0,1
-122.41763416,37.7870631862,0,1,0,1,3
-122.418274172,37.7870372044,0,1,0,1,3
-122.418467748,37.787965257,0,1,0,1,3
-122.416261837,37.7853750846,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.418844748,37.7898297669,0,1,0,1,3
-122.416230393,37.7636337703,1,0,1,0,1
-122.419515708,37.7634292328,1,0,1,0,1
-122.420874632,37.7914943052,0,1,0,1,3
-122.416261837,37.7853750846,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.41663371,37.7620555366,1,0,1,0,1
-122.409162583,37.7611637256,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.416829148,37.7881786971,0,1,0,1,3
-122.41638971,37.7652491154,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.420874632,37.7914943052,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.416230393,37.7636337703,1,0,1,0,1
-122.414845139,37.7605000726,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.418274172,37.7870372044,0,1,0,1,3
-122.418467748,37.787965257,0,1,0,1,3
-122.415000537,37.7620990021,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.419039119,37.7907880214,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.420874632,37.7914943052,0,1,0,1,3
-122.420874632,37.7914943052,0,1,0,1,3
-122.482203894,37.7820747248,0,2,3,3,4
-122.418467748,37.787965257,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.416261837,37.7853750846,0,1,0,1,3
-122.414845139,37.7605000726,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.415000537,37.7620990021,1,0,1,0,1
-122.422139511,37.7894107633,0,1,0,1,3
-122.418467748,37.787965257,0,1,0,1,3
-122.418120086,37.760301234,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.414683321,37.7580774437,1,0,1,0,1
-122.418467748,37.787965257,0,1,0,1,3
-122.420874632,37.7914943052,0,1,0,1,3
-122.419225511,37.7917052018,0,1,0,1,3
-122.416872884,37.7587640201,1,0,1,0,1
-122.419039119,37.7907880214,0,1,0,1,3
-122.418368839,37.7874861572,0,1,0,1,3
-122.418274172,37.7870372044,0,1,0,1,3
-122.415000537,37.7620990021,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.415921585,37.7596123169,1,0,1,0,1
-122.423682814,37.796204621,0,1,0,1,3
-122.417710345,37.7842362878,0,1,0,1,3
-122.417566721,37.760279276,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.415000537,37.7620990021,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.419295456,37.787805224,0,1,0,1,3
-122.416720982,37.7571677817,1,0,1,0,1
-122.418486297,37.7634954373,1,0,1,0,1
-122.418467748,37.787965257,0,1,0,1,3
-122.417970955,37.7594884557,1,0,1,0,1
-122.416230393,37.7636337703,1,0,1,0,1
-122.417817853,37.7578884408,1,0,1,0,1
-122.416078424,37.7620347867,1,0,1,0,1
-122.41638971,37.7652491154,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.418274172,37.7870372044,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.418274172,37.7870372044,0,1,0,1,3
-122.418274172,37.7870372044,0,1,0,1,3
-122.41739283,37.7909741244,0,1,0,1,3
-122.415617252,37.756413769,1,0,1,0,1
-122.403404791,37.7754207067,0,1,0,4,0
-122.417885441,37.7854378472,0,1,0,1,3
-122.417955822,37.7578801214,1,0,1,0,1
-122.409504309,37.7815262717,0,1,0,4,0
-122.415308389,37.7653161356,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.415000537,37.7620990021,1,0,1,0,1
-122.418274172,37.7870372043,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.418124262,37.7610901241,1,0,1,0,1
-122.423340547,37.7962454397,0,1,0,1,3
-122.41638971,37.7652491154,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.413107623,37.765448018,1,0,1,0,1
-122.41514433,37.7628783836,1,0,1,0,1
-122.420691681,37.7905770711,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.418368839,37.7874861572,0,1,0,1,3
-122.475655484,37.7654140465,1,2,3,3,4
-122.41592985,37.7604330004,1,0,1,0,1
-122.418486297,37.7634954373,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.418486297,37.7634954373,1,0,1,0,1
-122.418486297,37.7634954373,1,0,1,0,1
-122.417332583,37.7635718956,1,0,1,0,1
-122.417903978,37.7851670876,0,1,0,1,3
-122.418368839,37.7874861572,0,1,0,1,3
-122.414845139,37.7605000726,1,0,1,0,1
-122.412653223,37.7925509104,0,1,0,1,3
-122.418467748,37.787965257,0,1,0,1,3
-122.416720982,37.7571677817,1,0,1,0,1
-122.413310043,37.764614699,1,0,1,0,1
-122.418182398,37.786566229,0,1,0,1,3
-122.416261837,37.7853750846,0,1,0,1,3
-122.416230393,37.7636337703,1,0,1,0,1
-122.412857127,37.7855804362,0,1,0,1,3
-122.41638971,37.7652491154,1,0,1,0,1
-122.418467748,37.787965257,0,1,0,1,3
-122.416230393,37.7636337703,1,0,1,0,1
-122.416078424,37.7620347867,1,0,1,0,1
-122.418274172,37.7870372043,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.418467748,37.787965257,0,1,0,1,3
-122.419039119,37.7907880214,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.41638971,37.7652491154,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.420691681,37.7905770711,0,1,0,1,3
-122.41638971,37.7652491154,1,0,1,0,1
-122.419058868,37.7594227506,1,0,1,0,1
-122.416070933,37.7612142237,1,0,1,0,1
-122.465214622,37.7127653524,1,2,2,2,2
-122.403409085,37.7531779939,1,0,1,0,1
-122.416261837,37.7853750846,0,1,0,1,3
-122.416230393,37.7636337703,1,0,1,0,1
-122.418368839,37.7874861572,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.422139511,37.7894107633,0,1,0,1,3
-122.418368839,37.7874861572,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.418368839,37.7874861572,0,1,0,1,3
-122.420691681,37.7905770711,0,1,0,1,3
-122.426995327,37.8008726328,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.417019321,37.7891095539,0,1,0,1,3
-122.418108926,37.7594801326,1,0,1,0,1
-122.416261837,37.7853750846,0,1,0,1,3
-122.420523936,37.7901172491,0,1,0,1,3
-122.414845139,37.7605000726,1,0,1,0,1
-122.416230393,37.7636337703,1,0,1,0,1
-122.430007139,37.7869900308,0,1,0,1,3
-122.414693065,37.7588955948,1,0,1,0,1
-122.416261837,37.7853750846,0,1,0,1,3
-122.416230393,37.7636337703,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.418486297,37.7634954373,1,0,1,0,1
-122.418658295,37.7889098399,0,1,0,1,3
-122.417812559,37.7571005796,1,0,1,0,1
-122.418658295,37.7889098399,0,1,0,1,3
-122.420785994,37.7951847166,0,1,0,1,3
-122.408427408,37.7644278689,1,0,1,0,1
-122.415629332,37.7572322279,1,0,1,0,1
-122.416452066,37.7863086886,0,1,0,1,3
-122.417566721,37.760279276,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.433843066,37.7889062434,0,1,0,1,3
-122.420691681,37.7905770711,0,1,0,1,3
-122.41638971,37.7652491154,1,0,1,0,1
-122.417964484,37.7586968166,1,0,1,0,1
-122.421720673,37.7914446364,0,1,0,1,3
-122.417019321,37.7891095539,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.417903978,37.7851670875,0,1,0,1,3
-122.420691681,37.7905770711,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.415000537,37.7620990021,1,0,1,0,1
-122.418467748,37.787965257,0,1,0,1,3
-122.420691681,37.7905770711,0,1,0,1,3
-122.417028392,37.7603656932,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.418274172,37.7870372044,0,1,0,1,3
-122.418274172,37.7870372044,0,1,0,1,3
-122.412301187,37.7635382941,1,0,1,0,1
-122.41664237,37.7872450378,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.415000537,37.7620990021,1,0,1,0,1
-122.420120319,37.7877570602,0,1,0,1,3
-122.417710345,37.7842362878,0,1,0,1,3
-122.423598601,37.788279963,0,1,0,1,3
-122.422330464,37.7903690689,0,1,0,1,3
-122.417964484,37.7586968166,1,0,1,0,1
-122.417812559,37.7571005796,1,0,1,0,1
-122.418272166,37.7619029613,1,0,1,0,1
-122.416261837,37.7853750846,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.41638971,37.7652491154,1,0,1,0,1
-122.420691681,37.7905770711,0,1,0,1,3
-122.415629332,37.7572322279,1,0,1,0,1
-122.417209639,37.7900459017,0,1,0,1,3
-122.426382821,37.7853100311,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.418120086,37.760301234,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.418844748,37.789829767,0,1,0,1,3
-122.422840795,37.7845455355,0,1,0,1,3
-122.416784837,37.7636581558,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.416261837,37.7853750846,0,1,0,1,3
-122.413107623,37.765448018,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.410416664,37.7727234014,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.416230393,37.7636337703,1,0,1,0,1
-122.418274172,37.7870372044,0,1,0,1,3
-122.418467748,37.787965257,0,1,0,1,3
-122.417339032,37.7643660723,1,0,1,0,1
-122.418219834,37.7908244664,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.418368839,37.7874861572,0,1,0,1,3
-122.417209639,37.7900459017,0,1,0,1,3
-122.416078424,37.7620347867,1,0,1,0,1
-122.420691681,37.7905770711,0,1,0,1,3
-122.41638971,37.7652491154,1,0,1,0,1
-122.418368839,37.7874861572,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.417019321,37.7891095539,0,1,0,1,3
-122.41638971,37.7652491154,1,0,1,0,1
-122.417903978,37.7851670876,0,1,0,1,3
-122.405283981,37.7965510481,0,1,0,4,0
-122.41638971,37.7652491154,1,0,1,0,1
-122.426995327,37.8008726328,0,1,0,1,3
-122.418274172,37.7870372044,0,1,0,1,3
-122.416261837,37.7853750846,0,1,0,1,3
-122.417964484,37.7586968166,1,0,1,0,1
-122.417332583,37.7635718956,1,0,1,0,1
-122.415629332,37.7572322279,1,0,1,0,1
-122.413746252,37.76296301,1,0,1,0,1
-122.418272166,37.7619029613,1,0,1,0,1
-122.416784837,37.7636581558,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.417964484,37.7586968166,1,0,1,0,1
-122.420691681,37.7905770711,0,1,0,1,3
-122.41029352,37.782230587,0,1,0,4,0
-122.417964484,37.7586968166,1,0,1,0,1
-122.415155941,37.7636979309,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.405343618,37.7633185613,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.416235852,37.7849125738,0,1,0,1,3
-122.417964484,37.7586968166,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.411328369,37.785996305,0,1,0,4,0
-122.418108926,37.7594801326,1,0,1,0,1
-122.418467748,37.787965257,0,1,0,1,3
-122.418141119,37.7498292909,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.418701003,37.7651098786,1,0,1,0,1
-122.42217583,37.7983109408,0,1,0,1,3
-122.416261837,37.7853750846,0,1,0,1,3
-122.418368839,37.7874861572,0,1,0,1,3
-122.405941469,37.790463178,0,1,0,4,0
-122.418658295,37.7889098399,0,1,0,1,3
-122.416230393,37.7636337703,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.418486297,37.7634954373,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.414222705,37.7653250853,1,0,1,0,1
-122.415000537,37.7620990021,1,0,1,0,1
-122.411339563,37.7812707434,0,1,0,4,0
-122.415155941,37.7636979309,1,0,1,0,1
-122.41638971,37.7652491154,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.419515708,37.7634292328,1,0,1,0,1
-122.418467748,37.787965257,0,1,0,1,3
-122.398182124,37.769043295,1,0,1,4,0
-122.418368839,37.7874861572,0,1,0,1,3
-122.418274172,37.7870372044,0,1,0,1,3
-122.499318734,37.7727970777,1,2,3,3,4
-122.416075285,37.7844496613,0,1,0,1,3
-122.417019321,37.7891095539,0,1,0,1,3
-122.40256106,37.7545129538,1,0,1,0,1
-122.418274172,37.7870372043,0,1,0,1,3
-122.420691681,37.7905770711,0,1,0,1,3
-122.418274172,37.7870372044,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.416230393,37.7636337703,1,0,1,0,1
-122.418120086,37.760301234,1,0,1,0,1
-122.418467748,37.787965257,0,1,0,1,3
-122.418467748,37.787965257,0,1,0,1,3
-122.421648984,37.7861425697,0,1,0,1,3
-122.416552635,37.7668698952,1,0,1,0,1
-122.418272166,37.7619029613,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.421203512,37.7854812046,0,1,0,1,3
-122.418368839,37.7874861572,0,1,0,1,3
-122.414845139,37.7605000726,1,0,1,0,1
-122.41763416,37.7870631862,0,1,0,1,3
-122.414693065,37.7588955948,1,0,1,0,1
-122.420691681,37.7905770711,0,1,0,1,3
-122.415155941,37.7636979309,1,0,1,0,1
-122.414845139,37.7605000726,1,0,1,0,1
-122.420691681,37.790577071,0,1,0,1,3
-122.416230393,37.7636337703,1,0,1,0,1
-122.419458073,37.7844990198,0,1,0,1,3
-122.41638971,37.7652491154,1,0,1,0,1
-122.418274172,37.7870372043,0,1,0,1,3
-122.50584333,37.7369900352,1,2,3,3,4
-122.418277911,37.7626952876,1,0,1,0,1
-122.416261837,37.7853750846,0,1,0,1,3
-122.416230393,37.7636337703,1,0,1,0,1
-122.418467748,37.787965257,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.412056242,37.7609899089,1,0,1,0,1
-122.417209639,37.7900459017,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.414845139,37.7605000726,1,0,1,0,1
-122.418274172,37.7870372044,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.417970955,37.7594884557,1,0,1,0,1
-122.426699361,37.7874116183,0,1,0,1,3
-122.418467748,37.787965257,0,1,0,1,3
-122.414433155,37.7846576329,0,1,0,1,3
-122.415000537,37.7620990021,1,0,1,0,1
-122.405832474,37.7857446546,0,1,0,4,0
-122.417964484,37.7586968166,1,0,1,0,1
-122.416230393,37.7636337703,1,0,1,0,1
-122.421762502,37.7875490095,0,1,0,1,3
-122.418467748,37.787965257,0,1,0,1,3
-122.415781282,37.7588312135,1,0,1,0,1
-122.420497289,37.7896188193,0,1,0,1,3
-122.418701003,37.7651098786,1,0,1,0,1
-122.419404207,37.792592291,0,1,0,1,3
-122.418467748,37.787965257,0,1,0,1,3
-122.418486297,37.7634954373,1,0,1,0,1
-122.421056878,37.7923840814,0,1,0,1,3
-122.418120086,37.760301234,1,0,1,0,1
-122.415000537,37.7620990021,1,0,1,0,1
-122.420120319,37.7877570602,0,1,0,1,3
-122.415155941,37.7636979309,1,0,1,0,1
-122.418274172,37.7870372044,0,1,0,1,3
-122.414683321,37.7580774437,1,0,1,0,1
-122.416230393,37.7636337703,1,0,1,0,1
-122.417028392,37.7603656932,1,0,1,0,1
-122.416261837,37.7853750846,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.420874632,37.7914943052,0,1,0,1,3
-122.45228966,37.7256933576,1,2,2,2,2
-122.415000537,37.7620990021,1,0,1,0,1
-122.41920825,37.7602340754,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.41638971,37.7652491154,1,0,1,0,1
-122.416452066,37.7863086886,0,1,0,1,3
-122.417019321,37.7891095539,0,1,0,1,3
-122.415000537,37.7620990021,1,0,1,0,1
-122.416230393,37.7636337703,1,0,1,0,1
-122.405343618,37.7633185613,1,0,1,0,1
-122.418467748,37.787965257,0,1,0,1,3
-122.415000537,37.7620990021,1,0,1,0,1
-122.415155941,37.7636979309,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.418658295,37.7889098399,0,1,0,1,3
-122.417964484,37.7586968166,1,0,1,0,1
-122.41592985,37.7604330004,1,0,1,0,1
-122.417028392,37.7603656932,1,0,1,0,1
-122.420497289,37.7896188193,0,1,0,1,3
-122.416230393,37.7636337703,1,0,1,0,1
-122.418274172,37.7870372044,0,1,0,1,3
-122.419039119,37.7907880214,0,1,0,1,3
-122.417710345,37.7842362878,0,1,0,1,3
-122.418274172,37.7870372044,0,1,0,1,3
-122.418368839,37.7874861572,0,1,0,1,3
-122.414833494,37.7596779372,1,0,1,0,1
-122.418658295,37.7889098399,0,1,0,1,3
-122.418467748,37.787965257,0,1,0,1,3
-122.416916142,37.7843944492,0,1,0,1,3
-122.411857033,37.788323545,0,1,0,1,3
-122.416261837,37.7853750846,0,1,0,1,3
-122.415781282,37.7588312135,1,0,1,0,1
-122.416075285,37.7844496613,0,1,0,1,3
-122.409523741,37.7857602955,0,1,0,4,0
-122.415921585,37.7596123169,1,0,1,0,1
-122.420497289,37.7896188192,0,1,0,1,3
-122.417903978,37.7851670876,0,1,0,1,3
-122.417964484,37.7586968166,1,0,1,0,1
-122.416230393,37.7636337703,1,0,1,0,1
-122.41638971,37.7652491154,1,0,1,0,1
-122.417332583,37.7635718956,1,0,1,0,1
-122.420497289,37.7896188193,0,1,0,1,3
-122.420874632,37.7914943052,0,1,0,1,3
-122.405455789,37.7543370821,1,0,1,0,1
-122.413445536,37.7646370172,1,0,1,0,1
-122.420691681,37.7905770711,0,1,0,1,3
-122.419039119,37.7907880214,0,1,0,1,3
-122.416230393,37.7636337703,1,0,1,0,1
-122.403394235,37.7538078714,1,0,1,0,1
-122.419039119,37.7907880214,0,1,0,1,3
-122.420497289,37.7896188193,0,1,0,1,3
-122.418467748,37.787965257,0,1,0,1,3
-122.412056242,37.7609899089,1,0,1,0,1
-122.421056878,37.7923840814,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.418467748,37.787965257,0,1,0,1,3
-122.418486297,37.7634954373,1,0,1,0,1
-122.493717345,37.7319093128,1,2,3,3,2
-122.416075285,37.7844496613,0,1,0,1,3
-122.420850403,37.7910371428,0,1,0,1,3
-122.416261837,37.7853750846,0,1,0,1,3
-122.416220196,37.762815158,1,0,1,0,1
-122.420874632,37.7914943052,0,1,0,1,3
-122.420691681,37.790577071,0,1,0,1,3
-122.418467748,37.787965257,0,1,0,1,3
-122.416075285,37.7844496613,0,1,0,1,3
-122.417209639,37.7900459017,0,1,0,1,3
-122.417019321,37.7891095539,0,1,0,1,3
-122.41592985,37.7604330004,1,0,1,0,1
-122.415000537,37.7620990021,1,0,1,0,1
-122.415770264,37.7580118295,1,0,1,0,1
-122.418658295,37.7889098399,0,1,0,1,3
-122.422188261,37.7726948237,1,0,1,0,1
